city,state_id,state_name,lat,lng,population,id
Frankfort,KY,Kentucky,38.1924,-84.8643,38852,1840013210
Northglenn,CO,Colorado,39.9108,-104.9783,38819,1840020192
Warren,OH,Ohio,41.239,-80.8174,38752,1840000652
Duncanville,TX,Texas,32.646,-96.9127,38751,1840019442
Hurst,TX,Texas,32.8353,-97.1808,38655,1840019427
Clermont,FL,Florida,28.5402,-81.7259,38654,1840015080
Wheeling,IL,Illinois,42.1308,-87.924,38646,1840011334
Fort Lee,NJ,New Jersey,40.8509,-73.9712,38605,1840003552
Pacifica,CA,California,37.6112,-122.4781,38546,1840020307
Lake Worth,FL,Florida,26.6196,-80.0591,38526,1840015127
Lebanon,TN,Tennessee,36.204,-86.3481,38518,1840014466
Kendall West,FL,Florida,25.7065,-80.4388,38433,1840035805
Land O' Lakes,FL,Florida,28.2075,-82.4476,38410,1840014120
Eagle Mountain,UT,Utah,40.3137,-112.0114,38391,1840018757
Reynoldsburg,OH,Ohio,39.9587,-82.7944,38327,1840009473
Oxford,MS,Mississippi,34.3627,-89.5336,38310,1840014688
Rosenberg,TX,Texas,29.546,-95.822,38307,1840020948
Martinez,CA,California,37.9985,-122.116,38297,1840020278
Pleasant Grove,UT,Utah,40.3716,-111.7412,38258,1840020173
La Presa,CA,California,32.711,-117.0027,38227,1840018023
Severna Park,MD,Maryland,39.087,-76.5687,38188,1840005926
Huber Heights,OH,Ohio,39.8595,-84.113,38154,1840003782
Stanton,CA,California,33.8002,-117.9935,38139,1840021966
East Meadow,NY,New York,40.7197,-73.5604,38029,1840005236
Menomonee Falls,WI,Wisconsin,43.1487,-88.1227,38014,1840003020
Granbury,TX,Texas,32.4484,-97.7685,37996,1840020749
Waxahachie,TX,Texas,32.4032,-96.8444,37988,1840022083
Valrico,FL,Florida,27.9193,-82.2293,37980,1840028790
Mission Bend,TX,Texas,29.6948,-95.6657,37979,1840019643
Holly Springs,NC,North Carolina,35.653,-78.8397,37812,1840016193
Butler,PA,Pennsylvania,40.8616,-79.8962,37796,1840000857
Albertville,AL,Alabama,34.2634,-86.2107,37775,1840013599
London,KY,Kentucky,37.1175,-84.0767,37714,1840015258
Egypt Lake-Leto,FL,Florida,28.0177,-82.5062,37704,1840073269
Cottage Grove,MN,Minnesota,44.8161,-92.9274,37604,1840006735
Kailua,HI,Hawaii,21.392,-157.7396,37586,1840023244
St. Marys,GA,Georgia,30.7567,-81.5722,37556,1840015888
Mechanicsville,VA,Virginia,37.6262,-77.3561,37496,1840006340
Richmond West,FL,Florida,25.6105,-80.4297,37486,1840073270
Cleburne,TX,Texas,32.357,-97.4152,37468,1840019464
Valley Stream,NY,New York,40.6647,-73.7044,37431,1840005331
Hanover Park,IL,Illinois,41.9819,-88.1447,37426,1840011251
Oswego,NY,New York,43.4516,-76.5005,37420,1840000348
Navarre,FL,Florida,30.4174,-86.8907,37362,1840027017
Oregon City,OR,Oregon,45.3415,-122.5927,37339,1840019954
Winter Springs,FL,Florida,28.6889,-81.2704,37312,1840015959
Parkland,WA,Washington,47.1417,-122.4376,37303,1840018453
Pahrump,NV,Nevada,36.2411,-116.0176,37298,1840018821
Carpentersville,IL,Illinois,42.1227,-88.2895,37254,1840010149
Wildomar,CA,California,33.6173,-117.2582,37229,1840022902
Greenfield,WI,Wisconsin,42.9619,-88.0051,37221,1840003039
Braintree,MA,Massachusetts,42.2039,-71.0022,37190,1840132398
Rock Island,IL,Illinois,41.4699,-90.5827,37176,1840009233
South Miami Heights,FL,Florida,25.5886,-80.3862,37119,1840014240
Evans,GA,Georgia,33.5619,-82.1351,37114,1840013095
West Fargo,ND,North Dakota,46.8573,-96.9057,37058,1840001935
Mount Juliet,TN,Tennessee,36.1991,-86.5114,37029,1840014465
San Juan,TX,Texas,26.1903,-98.152,37008,1840022256
Oakton,VA,Virginia,38.8887,-77.3016,36997,1840006023
Georgetown,KY,Kentucky,38.2249,-84.5482,36994,1840013197
Portage,IN,Indiana,41.5866,-87.1792,36988,1840009264
Aventura,FL,Florida,25.9565,-80.1372,36987,1840014243
Owasso,OK,Oklahoma,36.2882,-95.8328,36957,1840020385
Commack,NY,New York,40.8443,-73.2834,36953,1840005030
Park Ridge,IL,Illinois,42.0125,-87.8436,36950,1840009183
Foley,AL,Alabama,30.3983,-87.6649,36921,1840002084
New Albany,IN,Indiana,38.3089,-85.8234,36843,1840008662
Benton,AR,Arkansas,34.5775,-92.5712,36820,1840013572
Meridian,MS,Mississippi,32.3846,-88.6896,36686,1840014891
Bettendorf,IA,Iowa,41.5656,-90.4764,36543,1840007079
Dunedin,FL,Florida,28.0329,-82.7863,36537,1840014144
Hilliard,OH,Ohio,40.0353,-83.1578,36534,1840007265
Merritt Island,FL,Florida,28.3146,-80.6713,36532,1840014076
Phenix City,AL,Alabama,32.4588,-85.0251,36487,1840006012
Addison,IL,Illinois,41.9314,-88.0085,36482,1840010171
West Hollywood,CA,California,34.0882,-118.3718,36475,1840028098
Roseville,MN,Minnesota,45.0155,-93.1545,36457,1840008939
Oakville,MO,Missouri,38.4472,-90.3199,36407,1840006121
Tucker,GA,Georgia,33.8436,-84.2021,36395,1840013701
Moorpark,CA,California,34.2855,-118.877,36375,1840020472
Richfield,MN,Minnesota,44.8762,-93.2833,36354,1840008930
Monrovia,CA,California,34.165,-117.9921,36331,1840020498
Kearns,UT,Utah,40.652,-112.0093,36330,1840017500
Oak Creek,WI,Wisconsin,42.8803,-87.9009,36325,1840003047
Lincoln Park,MI,Michigan,42.2432,-83.1811,36321,1840003984
Claremont,CA,California,34.1259,-117.7153,36266,1840019216
Oswego,IL,Illinois,41.6834,-88.3372,36252,1840011508
Post Falls,ID,Idaho,47.7213,-116.9385,36250,1840019811
Peachtree City,GA,Georgia,33.3943,-84.5712,36223,1840014822
Lauderdale Lakes,FL,Florida,26.1682,-80.2017,36194,1840015145
French Valley,CA,California,33.5998,-117.1069,36126,1840075867
Portsmouth,OH,Ohio,38.7539,-82.9446,36111,1840001646
Shawnee,OK,Oklahoma,35.3529,-96.965,36067,1840021785
Gillette,WY,Wyoming,44.2752,-105.4983,36032,1840019978
Tooele,UT,Utah,40.5393,-112.3082,36015,1840021356
Prattville,AL,Alabama,32.4605,-86.4588,35957,1840004086
Woodburn,OR,Oregon,45.1473,-122.8603,35941,1840021230
Watertown Town,MA,Massachusetts,42.37,-71.1774,35939,1840031198
Calumet City,IL,Illinois,41.6134,-87.5505,35913,1840007023
San Juan Capistrano,CA,California,33.5009,-117.6544,35911,1840021963
Foothill Farms,CA,California,38.6867,-121.3475,35881,1840017582
Elmont,NY,New York,40.7033,-73.7078,35824,1840005226
Franklin,WI,Wisconsin,42.8854,-88.0104,35811,1840003043
Temple City,CA,California,34.1021,-118.0579,35811,1840021872
Cooper City,FL,Florida,26.0463,-80.2862,35800,1840015133
El Mirage,AZ,Arizona,33.5905,-112.3271,35753,1840020562
Meadow Woods,FL,Florida,28.3698,-81.3467,35726,1840029057
LaGrange,GA,Georgia,33.0274,-85.0384,35721,1840029147
La Vergne,TN,Tennessee,36.0203,-86.5582,35716,1840014496
Middletown,DE,Delaware,39.4453,-75.7166,35695,1840005581
Mount Pleasant,MI,Michigan,43.5966,-84.7759,35694,1840002663
Carrollwood,FL,Florida,28.0577,-82.5149,35686,1840029026
Junction City,KS,Kansas,39.0271,-96.8496,35677,1840001620
Inver Grove Heights,MN,Minnesota,44.8247,-93.0596,35672,1840007858
Chillum,MD,Maryland,38.9667,-76.979,35557,1840005948
Monroe,NC,North Carolina,35.0061,-80.5595,35540,1840014613
Randallstown,MD,Maryland,39.3723,-76.8024,35528,1840005688
Bell,CA,California,33.9801,-118.1798,35521,1840019228
Gahanna,OH,Ohio,40.0251,-82.8637,35483,1840008390
Sanford,NC,North Carolina,35.4874,-79.1772,35467,1840015421
Riviera Beach,FL,Florida,26.7812,-80.0742,35463,1840015126
Wildwood,MO,Missouri,38.5799,-90.6699,35432,1840010746
Upper Arlington,OH,Ohio,40.0272,-83.0704,35366,1840003762
Auburn,CA,California,38.895,-121.0778,35311,1840010231
Plainfield,IN,Indiana,39.6953,-86.3717,35287,1840010579
Westmont,CA,California,33.9417,-118.3018,35266,1840028408
Oak Harbor,WA,Washington,48.2965,-122.6333,35228,1840019779
Olney,MD,Maryland,39.1465,-77.0715,35191,1840005836
Manhattan Beach,CA,California,33.8895,-118.3972,35183,1840020496
New City,NY,New York,41.1543,-73.9909,35101,1840004964
Owings Mills,MD,Maryland,39.4115,-76.7913,35081,1840005684
La Porte,TX,Texas,29.6689,-95.0484,34976,1840020932
Englewood,CO,Colorado,39.6468,-104.9942,34917,1840020211
Brunswick,OH,Ohio,41.2464,-81.8198,34880,1840003485
East Point,GA,Georgia,33.6696,-84.4701,34875,1840013661
DeLand,FL,Florida,29.0224,-81.2873,34851,1840015071
Martinez,GA,Georgia,33.5209,-82.0985,34844,1840013747
Pleasant Hill,CA,California,37.954,-122.0759,34839,1840020283
Orangevale,CA,California,38.6881,-121.2209,34824,1840018842
Merrillville,IN,Indiana,41.4728,-87.3197,34792,1840009261
Stow,OH,Ohio,41.1765,-81.4344,34785,1840000803
Buenaventura Lakes,FL,Florida,28.3349,-81.3539,34784,1840028974
San Luis,AZ,Arizona,32.4911,-114.7089,34778,1840021996
Oildale,CA,California,35.4249,-119.0279,34763,1840019137
Calhoun,GA,Georgia,34.4918,-84.9391,34754,1840013596
Leawood,KS,Kansas,38.9076,-94.6258,34727,1840001638
Menlo Park,CA,California,37.4686,-122.1672,34698,1840020305
Sun Prairie,WI,Wisconsin,43.1827,-89.2358,34661,1840002902
Dakota Ridge,CO,Colorado,39.6192,-105.1344,34659,1840038683
Arcata,CA,California,40.8615,-124.0757,34616,1840009422
Lockport,NY,New York,43.1698,-78.6956,34561,1840000370
Pullman,WA,Washington,46.734,-117.1669,34506,1840019864
Boardman,OH,Ohio,41.0334,-80.6671,34431,1840005186
Nacogdoches,TX,Texas,31.6134,-94.6528,34420,1840020820
Kearney,NE,Nebraska,40.701,-99.0834,34418,1840000957
Vestavia Hills,AL,Alabama,33.4518,-86.7438,34413,1840015673
North Ridgeville,OH,Ohio,41.3851,-82.0194,34392,1840000645
Socorro,TX,Texas,31.6384,-106.2601,34370,1840022136
Randolph,MA,Massachusetts,42.1778,-71.0539,34362,1840004675
Norristown,PA,Pennsylvania,40.1224,-75.3398,34341,1840003705
Montgomery Village,MD,Maryland,39.1783,-77.1957,34332,1840005834
Redmond,OR,Oregon,44.2631,-121.1798,34240,1840020003
Firestone,CO,Colorado,40.1563,-104.9494,34230,1840021363
Goshen,IN,Indiana,41.5743,-85.8308,34217,1840013733
Butte,MT,Montana,45.902,-112.6571,34207,1840032850
Russellville,AR,Arkansas,35.2763,-93.1383,34205,1840014541
Grass Valley,CA,California,39.2237,-121.0521,34196,1840020225
Parkland,FL,Florida,26.3218,-80.2533,34170,1840015140
University City,MO,Missouri,38.6657,-90.3315,34165,1840010739
Midvale,UT,Utah,40.6148,-111.8928,34124,1840020158
Golden Glades,FL,Florida,25.9129,-80.2013,34109,1840029039
Franklin,MA,Massachusetts,42.0862,-71.4113,34087,1840031178
Kennesaw,GA,Georgia,34.026,-84.6177,34077,1840014756
Adelanto,CA,California,34.5815,-117.4397,34049,1840019117
Ken Caryl,CO,Colorado,39.577,-105.1144,34040,1840028580
Carlsbad,NM,New Mexico,32.4011,-104.2389,34031,1840019444
University Place,WA,Washington,47.2147,-122.5461,34001,1840021130
Chester,PA,Pennsylvania,39.8456,-75.3718,34000,1840000690
Douglasville,GA,Georgia,33.7384,-84.7065,33992,1840014804
Salisbury,NC,North Carolina,35.6656,-80.4909,33988,1840015384
Laramie,WY,Wyoming,41.3099,-105.6085,33929,1840020096
Lake Stevens,WA,Washington,48.0028,-122.096,33911,1840019794
Foster City,CA,California,37.5553,-122.2659,33901,1840020302
Valparaiso,IN,Indiana,41.4782,-87.0507,33897,1840014674
Fairborn,OH,Ohio,39.801,-84.0093,33876,1840008440
Estero,FL,Florida,26.4277,-81.7951,33871,1840013129
Mason,OH,Ohio,39.3571,-84.3023,33870,1840008467
Cottonwood Heights,UT,Utah,40.6137,-111.8144,33843,1840018746
Kaneohe,HI,Hawaii,21.4062,-157.7904,33841,1840029498
Sonoma,CA,California,38.2902,-122.4598,33831,1840021490
Beverly Hills,CA,California,34.0786,-118.4021,33792,1840019231
Galesburg,IL,Illinois,40.9506,-90.3763,33767,1840008277
Warsaw,IN,Indiana,41.2448,-85.8464,33708,1840010277
San Dimas,CA,California,34.1082,-117.809,33621,1840021860
Glendale Heights,IL,Illinois,41.9196,-88.0785,33617,1840011406
Dana Point,CA,California,33.4733,-117.6968,33577,1840019328
Midlothian,TX,Texas,32.4668,-96.9892,33532,1840020757
Newark,DE,Delaware,39.6776,-75.7573,33515,1840005578
Alamogordo,NM,New Mexico,32.8837,-105.9624,33513,1840019403
Alabaster,AL,Alabama,33.2198,-86.8225,33487,1840013756
Pikesville,MD,Maryland,39.3893,-76.702,33486,1840005687
Fair Oaks,VA,Virginia,38.8653,-77.3586,33481,1840024568
Deer Park,TX,Texas,29.6898,-95.1151,33474,1840019621
Long Beach,NY,New York,40.5887,-73.666,33454,1840000988
Woodridge,IL,Illinois,41.7368,-88.0408,33432,1840011411
Bridgeton,NJ,New Jersey,39.4286,-75.2281,33379,1840016610
Greer,SC,South Carolina,34.9313,-82.2315,33373,1840013502
Springville,UT,Utah,40.1638,-111.6206,33310,1840021399
Saratoga Springs,UT,Utah,40.3449,-111.9152,33282,1840021397
Copperas Cove,TX,Texas,31.1192,-97.914,33235,1840019538
American Fork,UT,Utah,40.3792,-111.7952,33161,1840018756
Franklin,NJ,New Jersey,41.1101,-74.5886,33153,1840003480
Andover,MN,Minnesota,45.2571,-93.3265,33140,1840006716
Matthews,NC,North Carolina,35.1195,-80.7101,33138,1840016350
Woodstock,GA,Georgia,34.1026,-84.509,33039,1840015574
Florence,KY,Kentucky,38.99,-84.647,33004,1840013161
Northbrook,IL,Illinois,42.1292,-87.8353,32958,1840011304
West Little River,FL,Florida,25.857,-80.2367,32897,1840029096
Fair Lawn,NJ,New Jersey,40.9359,-74.1177,32896,1840003548
St. Charles,IL,Illinois,41.9193,-88.3109,32887,1840009190
Huntington Station,NY,New York,40.8446,-73.405,32866,1840005081
Fairmont,WV,West Virginia,39.4768,-80.1491,32847,1840005732
Ridgecrest,CA,California,35.6308,-117.6621,32684,1840020417
Massillon,OH,Ohio,40.7838,-81.5254,32584,1840000965
Spanaway,WA,Washington,47.0979,-122.4233,32575,1840018451
Starkville,MS,Mississippi,33.4608,-88.8297,32546,1840015713
Harker Heights,TX,Texas,31.0572,-97.6445,32421,1840020851
Elk Grove Village,IL,Illinois,42.0063,-87.9921,32400,1840011271
Kaysville,UT,Utah,41.029,-111.9456,32390,1840018738
Lawndale,CA,California,33.8884,-118.3531,32389,1840020517
Southlake,TX,Texas,32.9545,-97.1503,32376,1840022048
Ferry Pass,FL,Florida,30.5203,-87.1903,32376,1840013909
Savage,MN,Minnesota,44.7544,-93.3631,32362,1840008957
Des Moines,WA,Washington,47.3915,-122.3157,32348,1840018426
Bethel Park,PA,Pennsylvania,40.3239,-80.0364,32345,1840001206
Princeton,FL,Florida,25.5396,-80.3971,32299,1840014248
Dania Beach,FL,Florida,26.0594,-80.1637,32271,1840015135
Spring Valley,NY,New York,41.1151,-74.0486,32261,1840004986
Bowling Green,OH,Ohio,41.3773,-83.65,32249,1840000621
Springfield,VA,Virginia,38.7809,-77.1839,32222,1840006039
East Lake,FL,Florida,28.1205,-82.6868,32169,1840028980
College Park,MD,Maryland,38.996,-76.9337,32163,1840005971
Coos Bay,OR,Oregon,43.3789,-124.233,32159,1840018653
Smithfield,NC,North Carolina,35.5131,-78.3497,32156,1840017795
Rome,NY,New York,43.226,-75.4909,32148,1840000349
Clearfield,UT,Utah,41.103,-112.0237,32118,1840018735
Liberty,MO,Missouri,39.2394,-94.4191,32100,1840008502
Eastpointe,MI,Michigan,42.4657,-82.9461,32081,1840002420
Franklin Square,NY,New York,40.7002,-73.6775,32055,1840005256
Pekin,IL,Illinois,40.5679,-89.6262,32045,1840009402
Westlake,OH,Ohio,41.4524,-81.9295,32032,1840003420
Uniondale,NY,New York,40.7176,-73.5947,32007,1840005279
Chillicothe,OH,Ohio,39.3393,-82.9937,31999,1840007369
La Verne,CA,California,34.1208,-117.7702,31974,1840020514
Juneau,AK,Alaska,58.4546,-134.1739,31974,1840023306
Prairieville,LA,Louisiana,30.3151,-90.9571,31974,1840026029
Placerville,CA,California,38.7308,-120.7978,31943,1840020238
Bel Air North,MD,Maryland,39.5544,-76.3733,31941,1840073591
Redan,GA,Georgia,33.7394,-84.1644,31873,1840013706
Martinsville,VA,Virginia,36.6827,-79.8636,31871,1840001727
Pueblo West,CO,Colorado,38.3551,-104.7266,31849,1840018860
Garfield,NJ,New Jersey,40.8791,-74.1085,31802,1840003554
Fallbrook,CA,California,33.3693,-117.2259,31701,1840018019
Spring Valley,CA,California,32.7316,-116.9766,31650,1840019343
Hopkinsville,KY,Kentucky,36.8386,-87.4776,31569,1840014399
Rochester,NH,New Hampshire,43.299,-70.9787,31526,1840002809
South Riding,VA,Virginia,38.912,-77.5132,31515,1840024507
Centereach,NY,New York,40.8696,-73.0808,31493,1840005026
Milledgeville,GA,Georgia,33.0874,-83.2414,31471,1840014857
Syracuse,UT,Utah,41.086,-112.0698,31458,1840021352
Parkville,MD,Maryland,39.3832,-76.5519,31451,1840005685
Sherwood,AR,Arkansas,34.8508,-92.2028,31436,1840015511
Garner,NC,North Carolina,35.6934,-78.6196,31407,1840016198
Key West,FL,Florida,24.5637,-81.7768,31401,1840015161
Miami Lakes,FL,Florida,25.9125,-80.3214,31367,1840017275
Petersburg,VA,Virginia,37.2043,-77.3913,31346,1840003861
North Olmsted,OH,Ohio,41.415,-81.919,31341,1840003400
Kahului,HI,Hawaii,20.8715,-156.4603,31336,1840023232
Wheat Ridge,CO,Colorado,39.7728,-105.1029,31324,1840021431
Fruit Cove,FL,Florida,30.0972,-81.6176,31314,1840013970
Cibolo,TX,Texas,29.5639,-98.2123,31281,1840019639
Alliance,OH,Ohio,40.9107,-81.1189,31255,1840000962
Banning,CA,California,33.946,-116.8992,31221,1840019297
Laguna Hills,CA,California,33.592,-117.6992,31207,1840020588
Central Islip,NY,New York,40.7837,-73.1945,31205,1840005028
Athens,AL,Alabama,34.7847,-86.951,31187,1840000935
Princeton,NJ,New Jersey,40.3563,-74.6693,31187,1840001381
Orcutt,CA,California,34.8668,-120.4269,31118,1840019183
Naugatuck,CT,Connecticut,41.489,-73.0518,31108,1840004849
Eldersburg,MD,Maryland,39.4041,-76.9529,31108,1840005698
Columbus,MS,Mississippi,33.5088,-88.4096,31084,1840014807
Mundelein,IL,Illinois,42.2691,-88.0101,31051,1840011175
Fair Oaks,CA,California,38.6504,-121.2497,31032,1840017580
San Pablo,CA,California,37.9628,-122.3425,30990,1840021529
Rexburg,ID,Idaho,43.8224,-111.792,30979,1840020037
Nogales,AZ,Arizona,31.3624,-110.9336,30917,1840020823
Nicholasville,KY,Kentucky,37.8902,-84.5669,30912,1840014330
Goleta,CA,California,34.436,-119.8596,30911,1840001783
Opelika,AL,Alabama,32.6612,-85.3769,30908,1840005210
Algonquin,IL,Illinois,42.1629,-88.3159,30897,1840010110
Marrero,LA,Louisiana,29.8871,-90.1127,30894,1840013993
Burlingame,CA,California,37.586,-122.3669,30889,1840018925
Aiken,SC,South Carolina,33.531,-81.7268,30869,1840013722
Lawrenceville,GA,Georgia,33.9523,-83.9931,30834,1840014745
Winter Park,FL,Florida,28.5987,-81.3438,30825,1840015966
Lake Magdalene,FL,Florida,28.0875,-82.4791,30805,1840029049
Fitchburg,WI,Wisconsin,42.9859,-89.4255,30792,1840002905
Granger,IN,Indiana,41.7373,-86.135,30776,1840030079
Wooster,OH,Ohio,40.8171,-81.9335,30750,1840000961
Fountain,CO,Colorado,38.6886,-104.6829,30735,1840020236
Brooklyn Center,MN,Minnesota,45.0681,-93.3162,30690,1840004022
Kerrville,TX,Texas,30.0398,-99.132,30623,1840020908
Barstow,CA,California,34.8661,-117.0472,30605,1840019118
Oceanside,NY,New York,40.6328,-73.6364,30604,1840005246
Canton,GA,Georgia,34.2467,-84.49,30528,1840014703
Auburn,NY,New York,42.9338,-76.5684,30507,1840000367
Crown Point,IN,Indiana,41.4141,-87.3457,30488,1840007091
Windsor,CO,Colorado,40.4693,-104.9213,30477,1840022401
Lakeside,FL,Florida,30.1356,-81.7674,30458,1840029051
Gloucester,MA,Massachusetts,42.626,-70.6897,30430,1840000412
Gurnee,IL,Illinois,42.3708,-87.9392,30378,1840011152
Orangeburg,SC,South Carolina,33.4928,-80.867,30365,1840014812
Holladay,UT,Utah,40.6599,-111.8226,30325,1840020156
Fuquay-Varina,NC,North Carolina,35.5958,-78.7794,30324,1840016197
Chamblee,GA,Georgia,33.8842,-84.3008,30307,1840014775
Carney,MD,Maryland,39.405,-76.5236,30289,1840005678
Peru,IL,Illinois,41.3484,-89.137,30287,1840009273
Sterling,VA,Virginia,39.0052,-77.405,30271,1840024508
Cornelius,NC,North Carolina,35.4725,-80.8801,30257,1840016352
North Tonawanda,NY,New York,43.0457,-78.8659,30245,1840000372
Long Branch,NJ,New Jersey,40.2965,-73.9915,30241,1840003673
Santa Paula,CA,California,34.3521,-119.0698,30233,1840021842
Los Gatos,CA,California,37.2303,-121.956,30222,1840021575
South Lake Tahoe,CA,California,38.9393,-119.9828,30188,1840021471
San Carlos,CA,California,37.4982,-122.268,30185,1840021550
Clinton,IA,Iowa,41.8434,-90.2408,30177,1840000507
Saratoga,CA,California,37.2684,-122.0263,30153,1840021572
Los Altos,CA,California,37.3685,-122.0966,30089,1840020328
Ballwin,MO,Missouri,38.5951,-90.55,30082,1840007447
Atascadero,CA,California,35.4827,-120.6858,30075,1840019126
North Royalton,OH,Ohio,41.3138,-81.7452,30068,1840003402
Somerset,KY,Kentucky,37.0815,-84.6091,30053,1840015257
Seguin,TX,Texas,29.5889,-97.9671,29992,1840022214
Fortuna Foothills,AZ,Arizona,32.6616,-114.3973,29955,1840027989
Milford Mill,MD,Maryland,39.3444,-76.7668,29926,1840031493
Pasadena,MD,Maryland,39.1552,-76.5537,29918,1840005914
Stockbridge,GA,Georgia,33.5253,-84.2294,29904,1840015707
East Liverpool,OH,Ohio,40.6333,-80.5677,29898,1840002783
Rahway,NJ,New Jersey,40.6077,-74.2807,29895,1840001091
Madison Heights,MI,Michigan,42.5073,-83.1034,29886,1840002449
Williston,ND,North Dakota,48.1814,-103.6364,29844,1840001871
Bay Shore,NY,New York,40.7317,-73.2505,29799,1840005017
Eagle,ID,Idaho,43.7223,-116.3862,29796,1840018642
Westchester,FL,Florida,25.7474,-80.3358,29778,1840014241
Maryville,TN,Tennessee,35.7468,-83.9789,29742,1840015380
Walnut,CA,California,34.0334,-117.8593,29685,1840021875
Suisun City,CA,California,38.2473,-122.009,29663,1840028115
Garden City,KS,Kansas,37.9754,-100.8529,29659,1840001669
Texarkana,AR,Arkansas,33.4361,-93.996,29657,1840015708
Kent,OH,Ohio,41.149,-81.361,29646,1840008256
West Falls Church,VA,Virginia,38.8648,-77.1878,29623,1840006117
North Chicago,IL,Illinois,42.3172,-87.8596,29615,1840008086
Greenville,MS,Mississippi,33.385,-91.0514,29613,1840013759
Duluth,GA,Georgia,34.0053,-84.1492,29609,1840013675
